"","Modnames","K","AICc","Delta_AICc","ModelLik","AICcWt","LL","Cum.Wt"
"1","ABBA.N1 = Year*Site",8,299.308115913212,0,1,0.968695225135591,-140.968343670892,0.968695225135591
"2","ABBA.N2 = Year",3,306.878644335293,7.57052842208105,0.0227028636370223,0.0219921556020879,-150.330231258556,0.990687380737679
"3","ABBA.N3 = Site",5,308.597519047879,9.2894031346666,0.00961239788519653,0.00931148393349332,-149.020981746162,0.999998864671172
"4","ABBA.N4 = Null",2,326.621681895008,27.3135659817958,1.17201860671603e-06,1.13532882809588e-06,-161.25678689345,1
