(Intercept),EVI,GDD,NDMI,EVI:GDD,EVI:NDMI,GDD:NDMI,df,logLik,AICc,delta,weight
-10.492481869348909,21.313669060440454,0.013974299167198414,NA,-0.027619272134178426,NA,NA,5,-152.40148516389857,315.34351086833766,0,0.437771784269263
-10.674880678394539,21.203838173569313,0.01410765470296953,0.5559025829507835,-0.027895242484727474,NA,NA,6,-152.27345757179052,317.3105515072174,1.9670406388797232,0.163723235637289
-12.809162085295226,26.63231307160172,0.01210112000109988,9.024166846794238,-0.023224551563495295,-20.700540056565284,NA,7,-151.6744586673105,318.3764402704008,3.0329294020631323,0.0960849823867172
-2.8771976361288267,3.2776526141070823,0.00221835827428073,NA,NA,NA,NA,4,-155.23726336290562,318.8316695829541,3.488158714616418,0.0765250682577947
-10.720927877800383,21.109275522311293,0.014176370098423947,0.7714858279019138,-0.027750589392502346,NA,-3.2591421345648974e-4,7,-152.27273003586612,319.57298300751205,4.229472139174391,0.052823790375085
-8.469995155999358,16.673358307067915,0.0022018537246333877,14.083714155004053,NA,-33.2956752913177,NA,6,-153.46821495656388,319.7000662767641,4.356555408426459,0.0495716962083818
-12.686533498965218,27.07557837260033,0.011816830500308463,8.420310584356603,-0.023649463525521018,-21.104436494118925,0.001162684889139102,8,-151.6653327598146,320.6639988529625,5.320487984624833,0.0306138873751162
-2.9591851374245928,3.0539601856833434,0.002230613739127323,0.42872947101429865,NA,NA,NA,5,-155.1645860034866,320.8697125475137,5.52620167917604,0.0276215673838339
-8.972216297998445,16.02435931804095,0.0033588644833696685,15.35479193344149,NA,-31.718699023097148,-0.0028904719971237355,7,-153.40983731921492,321.84719757420964,6.503686705871985,0.0169429934260256
-1.7445105586376564,NA,0.0026262658496163447,NA,NA,NA,NA,3,-157.8311261277897,321.87464163611037,6.531130767772709,0.0167120890077797
-4.675198818557351,3.0450876616574494,0.004828929689954914,4.740673397130063,NA,NA,-0.006498826260219422,6,-154.8582962353489,322.4802288343341,7.136717965996468,0.0123460818188997
-2.2199161583080493,NA,0.002579757256922152,1.279548644790201,NA,NA,NA,4,-157.10244391227133,322.5620306816855,7.218519813347825,0.011851303095883
-3.97017719055761,NA,0.005225583001291365,5.669532532353725,NA,NA,-0.006620240722686799,5,-156.7949390375613,324.13041861566313,8.786907747325472,0.0054099716927112
-1.956366309686351,4.568323098977721,NA,NA,NA,NA,NA,3,-160.65797791092058,327.5283452023721,12.184834334034463,0.000989337815470956
-7.7641385259034115,18.640607843616312,NA,14.496291618939248,NA,-34.748631491797774,NA,5,-158.95323115701515,328.4470028545708,13.103491986233166,0.000624972107019747
-1.9999403011175414,4.445612638699011,NA,0.24293081042138115,NA,NA,NA,4,-160.63666710782104,329.6304770727849,14.286966204447253,0.000345837811014613
-1.2419458747202391e-15,NA,NA,NA,NA,NA,NA,2,-165.5136593790003,335.13258191589534,19.789071047557684,2.20854161794333e-05
-0.6057933783169186,NA,NA,1.5309961794161258,NA,NA,NA,3,-164.59408436173786,335.4005581040067,20.057047235669017,1.93159155360082e-05
