(Intercept),GDD,NDMI,GDD:NDMI,df,logLik,AICc,delta,weight
-8.604406804584764,0.01065376636119248,15.302551633689138,-0.01757001538651575,5,-132.70643465522494,275.98429788187843,0,0.839225962310516
-3.775436176257722,0.003456418303167899,3.471955979064946,NA,4,-135.46248269054178,279.3023238716496,3.318025989771172,0.159727142278948
-2.494973016118957,0.0036507396245436963,NA,NA,3,-141.5667499506905,289.35779896680157,13.373501084923134,0.00104679116446372
-1.6305881913803972,NA,4.005850819813201,NA,3,-150.78698201013526,307.7982630856911,31.813965203812643,1.03648767687187e-07
-3.1297178708477284e-15,NA,NA,NA,2,-156.99991131436323,318.11093373983755,42.126635857959116,5.97305018421268e-10
