(Intercept),EVI,GDD,NDMI,EVI:GDD,EVI:NDMI,GDD:NDMI,df,logLik,AICc,delta,weight
6.484259116470984,-26.527395854885768,0.008529271285939253,-12.436887197428527,NA,63.592092955003025,-0.02533622522733502,7,-138.94557902635438,292.97853669348547,0,0.669603308205178
4.960081262917703,-22.113526987812595,0.011642834570460416,-14.596204886094625,-0.008603623796706344,66.78888106648178,-0.024055162723614153,8,-138.70093561933825,294.8136359445589,1.8350992510734159,0.267504351687827
11.146115065787914,-20.798377215505887,-0.0018765881422022372,-24.023932068483436,NA,50.164405922447095,NA,6,-143.68722446921367,300.18214124611967,7.203604552634204,0.0182631100934455
-2.378998688692504,NA,0.005669511696423774,9.0367857753762,NA,NA,-0.018532062755667364,5,-144.9267305013667,300.42488957416197,7.4463528806765,0.0161756822598284
7.757427274884718,-12.857205926210574,0.005131701377123219,-27.05361858741261,-0.016566346363251536,57.62714601878273,NA,7,-142.8062634434146,300.6999055276059,7.721368834120426,0.0140975502713927
-2.4135699308957763,0.1414921869936951,0.005649722364556607,8.99396204842286,NA,NA,-0.018515851339542058,6,-144.92261584336438,302.6529239944211,9.67438730093562,0.00530946888855955
2.7143825497844745,NA,-0.001921927636523936,-3.4415949366112657,NA,NA,NA,4,-147.39337109890977,303.1641006883856,10.185563994900122,0.00411197505721574
-1.859107200488884,-1.4769249186639146,0.0048147666089850705,9.298262329342032,0.002419707110101167,NA,-0.01897256829080712,7,-144.90414334438537,304.89566532954746,11.917128636061989,0.0017299995384216
2.654455491218246,0.21726628091705497,-0.0019421176529106402,-3.4905906979277272,NA,NA,NA,5,-147.38408623328723,305.339601038003,12.361064344517558,0.00138562775197191
10.647769259668827,-22.61821778142942,NA,-24.871391215835263,NA,52.115139549889626,NA,5,-147.7889350065048,306.14929858443816,13.17076189095269,0.00092432135062214
1.1728417174813113,3.7422089295426995,2.868666647143676e-4,-3.482638186326162,-0.005276260630893699,NA,NA,6,-147.2930387263972,307.39376976048675,14.415233067001282,0.000496123161419023
1.5217483670235925,NA,NA,-3.7384650372270287,NA,NA,NA,3,-151.62889123903355,309.48208154348765,16.503544850002186,0.000174629801578803
1.4451165927784,NA,-0.0021145496858111703,NA,NA,NA,NA,3,-152.2851430429918,310.79458515140414,17.81604845791867,9.05965841459759e-05
1.7957972960139188,-0.8217645064399068,NA,-3.541353133173987,NA,NA,NA,4,-151.49924506552037,311.3758486216068,18.397311928121326,6.7747311387417e-05
1.92515144639906,-1.3371756014718705,-0.0019734120567486955,NA,NA,NA,NA,4,-151.9260395243271,312.22943753922027,19.250900845734805,4.42117378412291e-05
0.27022749081571296,2.608473967642133,5.19180259184178e-4,NA,-0.005900062169086773,NA,NA,5,-151.82109518535992,314.2136189421484,21.235082248662934,1.63937409793407e-05
1.0416732802422464,-2.416171665920489,NA,NA,NA,NA,NA,3,-155.8488137367013,317.92192653882313,24.943389845337663,2.56702031572045e-06
-1.053777060891491e-16,NA,NA,NA,NA,NA,NA,2,-156.9999113143632,318.1109337398375,25.132397046352025,2.33553786945492e-06
