(Intercept),GDD,NDMI,GDD:NDMI,df,logLik,AICc,delta,weight
-2.01143069732391,0.0031217229605981283,NA,NA,3,-128.19779448409787,262.65365348432476,0,0.663943748166063
-1.8845655817873634,0.0031274226741708163,-0.31204419967273933,NA,4,-128.15100590046657,264.73679440962877,2.083140925304008,0.234305768795836
-3.469200434094184,0.00567484542615354,3.482064885293702,-0.006091928068402369,5,-127.87619591115097,266.4117324816426,3.7580789973178526,0.101408603085611
-9.018085523969603e-17,NA,NA,NA,2,-137.13444254962926,278.3965446737266,15.74289118940186,0.00025328291714866
0.08047045587485234,NA,-0.19236092016920917,NA,3,-137.119648796462,280.49736210905303,17.843708624728265,8.85970353409768e-05
