"","Modnames","K","AICc","Delta_AICc","ModelLik","AICcWt","LL","Cum.Wt"
"4","BEPA.Qty_N4 = Null",2,-718.915742689418,0,1,0.648379727137362,361.520371344709,0.648379727137362
"2","BEPA.Qty_N2 = Year",3,-717.518424847772,1.39731784164587,0.497251710754333,0.322407928537481,361.88552821336,0.970787655674843
"3","BEPA.Qty_N3 = Site",5,-712.680598396183,6.23514429323461,0.0442645057973938,0.0287002081907844,361.662879843253,0.999487863865628
"1","BEPA.Qty_N1 = Year*Site",9,-704.628460038959,14.287282650459,0.000789870677532377,0.000512136134372246,362.325465974535,1
