"","Modnames","K","AICc","Delta_AICc","ModelLik","AICcWt","LL","Cum.Wt"
"1","ABBA.Qty_N1 = Year*Site",8,-838.832182745972,0,1,0.60904893833127,428.1018056587,0.60904893833127
"4","ABBA.Qty_N4 = Null",2,-836.644341058586,2.18784168738568,0.334900822344321,0.203970990295078,420.376224583347,0.813019928626348
"3","ABBA.Qty_N3 = Site",5,-835.435888023603,3.39629472236834,0.183022284343747,0.111469527970523,422.995721789579,0.924489456596871
"2","ABBA.Qty_N2 = Year",3,-834.656930088451,4.1752526575209,0.123981077136461,0.0755105434031291,420.437555953316,1
