term,estimate,std.error,statistic,p.value
(Intercept),9.360589420454707,7.942088520292584,1.1786055263093271,0.24109852902395387
EVI,-40.06223130516239,19.610887718827577,-2.0428565947425397,0.04345719955611625
NDMI,-42.98806173716955,19.010844709949478,-2.261238908267522,0.02571114550169699
EVI:NDMI,105.2764460516554,46.14910969152563,2.2812237712786763,0.024460741678972546
