term,estimate,std.error,statistic,p.value
(Intercept),-7870.1608994365515,2391.04251102922,-3.2915186004153707,0.00133992578984546
EVI,21629.893766997717,5904.047291204222,3.663570547482177,3.8428676206216783e-4
NDMI,23340.967973047642,5723.398543836626,4.078165760129163,8.613478616081373e-5
EVI:NDMI,-50789.81927437859,13893.63551371287,-3.655617654878709,3.950571716989926e-4
