model,term,estimate,std.error,statistic,p.value
ACRU.N1 = Year*Site,(Intercept),1.9299999999999886,0.1656521799154342,11.650918213000624,4.9654319738209e-21
ACRU.N1 = Year*Site,Year2017,-0.3999999999999905,0.23426755947307434,-1.7074493835155382,0.0905092280750329
ACRU.N1 = Year*Site,SiteDP,-0.3007499999999905,0.1697429731867335,-1.7717964658786598,0.07914786489202853
ACRU.N1 = Year*Site,SiteTN,-0.3531578947368328,0.17415261590815945,-2.0278644273886357,0.04494759181136497
ACRU.N1 = Year*Site,SiteUNI,-0.35199999999999015,0.17108483575344818,-2.057458794929437,0.041964168342131604
ACRU.N1 = Year*Site,Year2017:SiteDP,0.2987499999999909,0.24847826987315064,1.2023184166265495,0.23177598169958966
ACRU.N1 = Year*Site,Year2017:SiteTN,0.2142690058479438,0.25272059549079096,0.8478494023481822,0.3983301192259251
ACRU.N1 = Year*Site,Year2017:SiteUNI,0.4732499999999905,0.252132558217306,1.8769888480333015,0.0631217998305977
ACRU.N2 = Year,(Intercept),1.6080219780219758,0.024989736220099784,64.34729698061435,9.67218618614857e-94
ACRU.N2 = Year,Year2017,-0.08836680560818455,0.05083388428788217,-1.7383445480527544,0.08475857552142835
ACRU.N3 = Site,(Intercept),1.7299999999999929,0.11956527480448446,14.469083961283271,9.646559938522935e-28
ACRU.N3 = Site,SiteDP,-0.12099999999999449,0.12425587846938124,-0.973796986432404,0.3321836509580025
ACRU.N3 = Site,SiteTN,-0.21285714285713705,0.1278206553353872,-1.6652797022407964,0.09855556566493621
ACRU.N3 = Site,SiteUNI,-0.1365789473684154,0.12570076282490744,-1.086540322421595,0.2794926766497139
ACRU.N4 = Null,(Intercept),1.5866666666666647,0.021945735640251006,72.2995434136432,3.5018647629023176e-100
