term,estimate,std.error,statistic,p.value
(Intercept),0.1570032390621147,0.024553273484830135,6.394391328680339,4.119550016122797e-9
GDD,-5.9046566535266674e-5,2.140331093076682e-5,-2.7587585269524095,0.006806555877538501
SiteDP,-0.029826836897824508,0.022334193509910873,-1.335478573900094,0.18450186146553996
SiteTN,-0.01173536973228249,0.02297253202971644,-0.5108435464189163,0.61049372905546
SiteUNI,-0.04728673501326892,0.02261169801673585,-2.0912509524171985,0.0388294061106768
