term,estimate,std.error,statistic,p.value
(Intercept),56.07948115784435,9.356256062217742,5.993795037771942,2.699455892455763e-8
GDD,0.04050700551135694,0.008155933170020802,4.966569081297858,2.5397248139688207e-6
SiteDP,-15.033200212916174,8.510654742266984,-1.7663976119552676,0.08012861233237424
SiteTN,-25.581877611328835,8.753899646021587,-2.92234074478511,0.00422466213220613
SiteUNI,-10.738182134546244,8.616400447656453,-1.2462491964921254,0.21534472038793204
