term,estimate,std.error,statistic,p.value
(Intercept),1.508122711375601,0.1013980741763356,14.873287521742384,3.4783691040217187e-28
GDD,-5.753481558219353e-4,1.0913137689076196e-4,-5.2720690622078905,6.71478086286617e-7
NDMI,-0.4814110929774827,0.18698767752271434,-2.5745605237489686,0.011353034493798531
