term,estimate,std.error,statistic,p.value
(Intercept),-9.925402561186264,1.4207222830861228,-6.986166599446935,5.073676600012031e-11
EVI,20.698466148628,3.1744315383570054,6.520369363309984,6.63041278375102e-10
SiteDP,6.830394212437963,1.7344161510656866,3.9381518721681226,1.166285750881083e-4
SiteTN,9.791350312422718,1.662339077565979,5.890104157786723,1.8144925918871824e-8
SiteUNI,9.950253516260483,1.7132894555738876,5.807689695333777,2.7540496578521915e-8
EVI:SiteDP,-13.66405256570281,3.865610960693437,-3.5347717876016342,5.168848547643874e-4
EVI:SiteTN,-19.505105354200573,3.928607708714462,-4.964890057852869,1.5677920975393127e-6
EVI:SiteUNI,-19.755169512502313,3.888085710050797,-5.080950109056165,9.218028031794105e-7
