term,estimate,std.error,statistic,p.value,conf.low,conf.high
(Intercept),-2.109965181574839,0.4414989085996142,-4.7790948980313805,6.261596614586172e-6,-2.9752871416438196,-1.2446432215058523
GDD,0.003136175735876302,6.42290753457516e-4,4.882797578812946,4.115782986682585e-6,0.001877308991496473,0.004395042480256122
