term,estimate,std.error,statistic,p.value,conf.low,conf.high
(Intercept),8.616722565451518,3.071712835719691,2.805184933061183,0.005983828229144796,2.596276036591832,14.637169094311854
EVI,-12.671826009291872,7.552689476374978,-1.677789885170004,0.09633436914301181,-27.474825369402343,2.1311733508170545
GDD,-0.003357781245259308,6.263264990468109e-4,-5.361071662095445,4.872060903077127e-7,-0.0045853586259541204,-0.002130203864564503
NDMI,-18.1904710681364,7.310539571666072,-2.48825286968398,0.014394150700117616,-32.51886533615743,-3.8620768001167844
EVI:NDMI,36.96870102422666,17.66829581948937,2.0923750316342105,0.03879282431931538,2.3394775498296556,71.59792449862717
