term,estimate,std.error,statistic,p.value
(Intercept),-2.109965181574839,0.4414989085996142,-4.7790948980313805,6.261596614586172e-6
GDD,0.003136175735876302,6.42290753457516e-4,4.882797578812946,4.115782986682585e-6
