term,estimate,std.error,statistic,p.value,conf.low,conf.high
(Intercept),-8.122112203912438,1.9560045783839435,-4.152399382737105,6.518388625070835e-5,-11.955810731140394,-4.288413676684451
GDD,0.009695765886656573,0.002763578461348526,3.5084098469653697,6.541396147933139e-4,0.004279251633962837,0.015112280139350226
NDMI,13.8542019811333,4.795902265997492,2.8887581966293023,0.0046589578185661715,4.454406266404167,23.253997695862363
GDD:NDMI,-0.015218967779319012,0.006704754081689581,-2.26987710420005,0.025163956959281954,-0.028360044304628466,-0.002077891254009484
