term,estimate,std.error,statistic,p.value,conf.low,conf.high
(Intercept),-2.01143069732391,0.46813764012125564,-4.296665179076212,4.1899341171215146e-5,-2.9289636117691447,-1.093897782878679
GDD,0.0031217229605981283,7.120379361838697e-4,4.38420876467459,3.005559689667767e-5,0.0017261542500515191,0.004517291671144743
