term,estimate,std.error,statistic,p.value
(Intercept),-69.28566890683341,41.15427180280047,-1.6835595886334853,0.09512876061009586
EVI,218.27681131656018,102.5434175909222,2.1286282088562207,0.035537434900209934
GDD,0.04454045338814748,0.008306762775039047,5.3619508097651325,4.6543488145330893e-7
NDMI,311.95490564082917,98.90222504818416,3.1541747972692007,0.0020801892595005396
EVI:NDMI,-639.8483125806395,239.94629201341772,-2.6666313832632986,0.008828323770820871
