term,estimate,std.error,statistic,p.value
(Intercept),-2.2506141454247905,3.5992624988782467,-0.6252986955317156,0.5325497782691547
EVI,11.799630621272605,8.962008995279147,1.3166278484531997,0.18960098382655577
GDD,0.00897099337365652,0.0037262642324547156,2.4075032831868675,0.017050097281902273
NDMI,-20.867687426040973,7.408182991682594,-2.8168428681459137,0.005379348589475839
EVI:GDD,-0.026038966545520566,0.009608211280217509,-2.7100743089541117,0.0073629134099650224
EVI:NDMI,24.061546108515902,14.159774089159368,1.6992888415456617,0.09095475275322873
GDD:NDMI,0.010994480571329195,0.005869909434139064,1.8730238847274054,0.06265105465780577
