model,term,estimate,std.error,statistic,p.value
VAAN.CPRatio1 = Year*Site,(Intercept),1202.15768043077,66.8187631077466,17.991318972670392,2.4926064434222392e-42
VAAN.CPRatio1 = Year*Site,Year2017,-39.62330842243637,137.75040903318225,-0.287645667991386,0.7739434649951604
VAAN.CPRatio1 = Year*Site,SiteDP,590.6166562965014,91.7721993913685,6.435681613968718,1.0464790969590696e-9
VAAN.CPRatio1 = Year*Site,SiteTN,653.9484079838634,93.33649696060175,7.0063525981685535,4.5288687004814014e-11
VAAN.CPRatio1 = Year*Site,SiteUNI,696.0367437914521,96.44457716793848,7.216960914033006,1.3701272847438545e-11
VAAN.CPRatio1 = Year*Site,Year2017:SiteDP,71.45747302849661,227.93293056907913,0.3135021905351239,0.7542561991823653
VAAN.CPRatio1 = Year*Site,Year2017:SiteTN,24.302335132801822,212.10321043957825,0.11457787499979788,0.9089053325123772
VAAN.CPRatio1 = Year*Site,Year2017:SiteUNI,-97.81562619978621,242.15080416138593,-0.4039450809942186,0.6867247568255532
VAAN.CPRatio2 = Year,(Intercept),1688.7598078112492,39.612298872356924,42.63220908367261,6.7516972324087394e-99
VAAN.CPRatio2 = Year,Year2017,-126.56232906608871,98.32543667102985,-1.2871778997486867,0.19960640314778372
VAAN.CPRatio3 = Site,(Intercept),1192.834549037253,57.8974867446629,20.60252726163819,5.435008009581497e-50
VAAN.CPRatio3 = Site,SiteDP,603.7598874427472,82.28778962959095,7.337174690929276,6.451700123213633e-12
VAAN.CPRatio3 = Site,SiteTN,660.7701559831545,82.71069534951846,7.988932425134079,1.356677862377424e-13
VAAN.CPRatio3 = Site,SiteUNI,688.599029499332,86.72847246267311,7.939711261439508,1.8261242573816873e-13
VAAN.CPRatio4 = Null,(Intercept),1668.2182779628263,36.318067777709665,45.93356365138734,7.941310535850175e-105
