term,estimate,std.error,statistic,p.value
(Intercept),0.07288401188077374,0.07669341728820298,0.9503294344922195,0.34402823979708874
GDD,8.878333495956309e-5,1.0835776075739285e-4,0.8193537254645208,0.4143563422661555
NDMI,0.151540264850799,0.18804359551319302,0.8058783626064362,0.4220517103412704
GDD:NDMI,-3.9932280990087274e-4,2.6288818967215474e-4,-1.5189834522382473,0.1316357086841204
