term,estimate,std.error,statistic,p.value
(Intercept),47.11706998853651,0.6073802787337811,77.57425066016712,4.264311190714931e-89
GDD,0.00431450962960847,8.836142723445392e-4,4.882797578812935,4.115782986682747e-6
