term,estimate,std.error,statistic,p.value,conf.low,conf.high
(Intercept),-69.28566890683341,41.15427180280047,-1.6835595886334853,0.09512876061009586,-149.9465594502907,11.375221636630863
EVI,218.27681131656018,102.5434175909222,2.1286282088562207,0.035537434900209934,17.29540598669388,419.25821664640824
GDD,0.04454045338814748,0.008306762775039047,5.3619508097651325,4.6543488145330893e-7,0.028259497520952984,0.060821409255341914
NDMI,311.95490564082917,98.90222504818416,3.1541747972692007,0.0020801892595005396,118.11010655550567,505.79970472613735
EVI:NDMI,-639.8483125806395,239.94629201341772,-2.6666313832632986,0.008828323770820871,-1110.1344031508447,-169.5622220103909
