term,estimate,std.error,statistic,p.value
(Intercept),-5783.610007998424,2443.8209741553483,-2.3666258981991914,0.019732524056903514
EVI,22911.67052953116,5869.413782336336,3.903570506220317,1.6530981789744187e-4
GDD,-3.6522158632675192,2.370412925804448,-1.5407509061013347,0.12630238582482828
NDMI,16394.250979231903,5937.653911405414,2.761065434908695,0.006771442054226027
EVI:NDMI,-55906.80023129525,13719.094576947125,-4.075108595376128,8.806742670947327e-5
GDD:NDMI,12.631722199309571,5.710735061250638,2.2119257965616868,0.02907764300080968
