model,term,estimate,std.error,statistic,p.value
VAAN.NPRatio1 = Year*Site,(Intercept),25.820684798974405,1.2812170511255763,20.153247864044882,2.4446469008099548e-48
VAAN.NPRatio1 = Year*Site,Year2017,-0.14671702980770981,2.641296615566573,-0.05554735085148253,0.9557630059930156
VAAN.NPRatio1 = Year*Site,SiteDP,11.771888403752873,1.759686968313335,6.689762790615119,2.634147137048152e-10
VAAN.NPRatio1 = Year*Site,SiteTN,10.612123978342682,1.789681607925327,5.929615598298904,1.483557309210546e-8
VAAN.NPRatio1 = Year*Site,SiteUNI,13.36763644963673,1.8492775233942274,7.2285723913960265,1.2820317807892531e-11
VAAN.NPRatio1 = Year*Site,Year2017:SiteDP,-2.034251611252901,4.370502289711941,-0.4654503021406673,0.6421624507765517
VAAN.NPRatio1 = Year*Site,Year2017:SiteTN,2.965461521240631,4.066975160486901,0.7291565363004586,0.4668380925623049
VAAN.NPRatio1 = Year*Site,Year2017:SiteUNI,0.4246303691965916,4.643123051156411,0.09145361096790955,0.927232194832262
VAAN.NPRatio2 = Year,(Intercept),34.785029080625016,0.7542599194544299,46.11809295897052,8.73815207840587e-105
VAAN.NPRatio2 = Year,Year2017,-1.4979052196572615,1.8722199431744304,-0.8000690437671004,0.4246752630201863
VAAN.NPRatio3 = Site,(Intercept),25.786163144901963,1.1120671464228356,23.187595486340737,6.665505615053976e-57
VAAN.NPRatio3 = Site,SiteDP,11.544693820898075,1.5805443818726266,7.30425159413742,7.806984611919518e-12
VAAN.NPRatio3 = Site,SiteTN,11.106848814689897,1.5886673520326227,6.991299217220789,4.674168567586342e-11
VAAN.NPRatio3 = Site,SiteUNI,13.436049974366357,1.6658388871096743,8.065635925739896,8.523832873660216e-14
VAAN.NPRatio4 = Null,(Intercept),34.54191357376965,0.6896879487945998,50.083394430974444,2.0183024050893692e-111
