"","Date_Time","Year","Month","Day","MaxTemp","MinTemp","MeanTemp","HeatDegDays","CoolDegDays","TotalPrecip","SnowGround","Station"
"322",2016-11-17,2016,11,17,15,5,10,8,0,12,0,"Lethbridge"
"323",2016-11-18,2016,11,18,15,8.5,11.8,6.2,0,23.5,0,"Lethbridge"
"324",2016-11-19,2016,11,19,9,5,7,11,0,8,0,"Lethbridge"
"325",2016-11-20,2016,11,20,16,5,10.5,7.5,0,10,0,"Lethbridge"
"326",2016-11-21,2016,11,21,17,13,15,3,0,8,0,"Lethbridge"
"327",2016-11-22,2016,11,22,15,10.5,12.8,5.2,0,7,0,"Lethbridge"
"328",2016-11-23,2016,11,23,9,3,6,12,0,5,0,"Lethbridge"
"329",2016-11-24,2016,11,24,3.5,2,2.8,15.2,0,1,0,"Lethbridge"
"330",2016-11-25,2016,11,25,1.5,-1,0.3,17.7,0,0,0,"Lethbridge"
"331",2016-11-26,2016,11,26,-1,-2,-1.5,19.5,0,0,0,"Lethbridge"
"332",2016-11-27,2016,11,27,10,-4,3,15,0,17,0,"Lethbridge"
"333",2016-11-28,2016,11,28,8,2,5,13,0,0,0,"Lethbridge"
"334",2016-11-29,2016,11,29,4,-2,1,17,0,1,0,"Lethbridge"
"335",2016-11-30,2016,11,30,2,-0.5,0.8,17.2,0,0,0,"Lethbridge"
"336",2016-12-01,2016,12,1,0.5,-3,-1.3,19.3,0,1,0,"Lethbridge"
"337",2016-12-02,2016,12,2,2,-2,0,18,0,10,1,"Lethbridge"
"338",2016-12-03,2016,12,3,2.5,1,1.8,16.2,0,4,0,"Lethbridge"
"339",2016-12-04,2016,12,4,2,0,1,17,0,2,0,"Lethbridge"
"340",2016-12-05,2016,12,5,-2,-5,-3.5,21.5,0,0,0,"Lethbridge"
"341",2016-12-06,2016,12,6,-3,-7,-5,23,0,0,0,"Lethbridge"
"342",2016-12-07,2016,12,7,-3,-9,-6,24,0,0,0,"Lethbridge"
"343",2016-12-08,2016,12,8,1,-10,-4.5,22.5,0,5,0,"Lethbridge"
"344",2016-12-09,2016,12,9,2,-1,0.5,17.5,0,7,5,"Lethbridge"
"345",2016-12-10,2016,12,10,-1,-10,-5.5,23.5,0,0,12,"Lethbridge"
"346",2016-12-11,2016,12,11,-6,-12,-9,27,0,0,12,"Lethbridge"
"347",2016-12-12,2016,12,12,-6,-13,-9.5,27.5,0,8,12,"Lethbridge"
"348",2016-12-13,2016,12,13,-3,-12,-7.5,25.5,0,7,20,"Lethbridge"
"349",2016-12-14,2016,12,14,1,-18,-8.5,26.5,0,8,27,"Lethbridge"
"350",2016-12-15,2016,12,15,1.5,-5,-1.8,19.8,0,5,35,"Lethbridge"
"351",2016-12-16,2016,12,16,-4,-7,-5.5,23.5,0,0,40,"Lethbridge"
"352",2016-12-17,2016,12,17,-1,-11,-6,24,0,4,40,"Lethbridge"
"353",2016-12-18,2016,12,18,10,-10,0,18,0,7,44,"Lethbridge"
"354",2016-12-19,2016,12,19,2,-5,-1.5,19.5,0,0,4,"Lethbridge"
"355",2016-12-20,2016,12,20,-2,-17,-9.5,27.5,0,0,4,"Lethbridge"
"356",2016-12-21,2016,12,21,2,-10,-4,22,0,2,4,"Lethbridge"
"357",2016-12-22,2016,12,22,0.5,-5,-2.3,20.3,0,0,4,"Lethbridge"
"358",2016-12-23,2016,12,23,0,-2,-1,19,0,1,4,"Lethbridge"
"359",2016-12-24,2016,12,24,5,-10,-2.5,20.5,0,11,5,"Lethbridge"
"360",2016-12-25,2016,12,25,5,0,2.5,15.5,0,3,0,"Lethbridge"
"361",2016-12-26,2016,12,26,-5,-11,-8,26,0,0,3,"Lethbridge"
"362",2016-12-27,2016,12,27,3.5,-15,-5.8,23.8,0,15,3,"Lethbridge"
"363",2016-12-28,2016,12,28,1,-1.5,-0.3,18.3,0,0,14,"Lethbridge"
"364",2016-12-29,2016,12,29,-1,-5,-3,21,0,0,14,"Lethbridge"
"365",2016-12-30,2016,12,30,5,-17,-6,24,0,21,14,"Lethbridge"
"366",2016-12-31,2016,12,31,1,0,0.5,17.5,0,16,0,"Lethbridge"
