PlotName,SiteName,SiteCode,Year,POINT_X,POINT_Y,NDMI
TNNP North+J1,TNNP North,TN,2017,-53.96920646,48.62654723,0.299899995
TNNP North+I4,TNNP North,TN,2017,-53.97075162,48.62674129,0.416599989
TNNP North+K1,TNNP North,TN,2017,-53.968859,48.62687111,0.390850008
TNNP North+F11,TNNP North,TN,2017,-53.97444655,48.62702375,0.190650001
TNNP North+I6,TNNP North,TN,2017,-53.97158114,48.6269988,0.247649997
TNNP North+F13,TNNP North,TN,2017,-53.97522644,48.62712955,0.37015
TNNP North+L2,TNNP North,TN,2017,-53.96922472,48.62732056,0.396149993
TNNP North+I8,TNNP North,TN,2017,-53.97255464,48.62739655,0.179849997
TNNP North+G14,TNNP North,TN,2017,-53.975682,48.62772062,0.315299988
TNNP North+L4,TNNP North,TN,2017,-53.97022163,48.62765474,0.321449995
TNNP North+I10,TNNP North,TN,2017,-53.97342027,48.62780608,0.36045
TNNP North+L6,TNNP North,TN,2017,-53.97113195,48.62790117,0.391000003
TNNP North+I12,TNNP North,TN,2017,-53.97438059,48.62797921,0.384149998
TNNP North+H14,TNNP North,TN,2017,-53.97547063,48.62805,0.296299994
TNNP North+N1,TNNP North,TN,2017,-53.9684344,48.62796179,0.374449998
TNNP North+N3,TNNP North,TN,2017,-53.96942392,48.62817021,0.285400003
TNNP North+L8,TNNP North,TN,2017,-53.97215651,48.62824362,0.373549998
TNNP North+I14,TNNP North,TN,2017,-53.9753661,48.62834963,0.362800002
TNNP North+N5,TNNP North,TN,2017,-53.97029253,48.62839972,0.372249991
TNNP North+L10,TNNP North,TN,2017,-53.97311895,48.6284527,0.394600004
TNNP North+L12,TNNP North,TN,2017,-53.97399075,48.6287361,0.381099999
TNNP North+N7,TNNP North,TN,2017,-53.97126078,48.62870764,0.189999998
TNNP North+L14,TNNP North,TN,2017,-53.97495744,48.62901703,0.281800002
TNNP North+N9,TNNP North,TN,2017,-53.97234943,48.62898545,0.3116
TNNP North+N11,TNNP North,TN,2017,-53.97321859,48.62922393,0.378250003
TNNP North+M14,TNNP North,TN,2017,-53.97474606,48.62934641,0.237800002
TNNP North+N13,TNNP North,TN,2017,-53.97410608,48.62954291,0.28915
Unicorn+N13,Unicorn,UNI,2017,-54.01394534,48.63167186,0.367000014
Unicorn+M14,Unicorn,UNI,2017,-54.01475939,48.63190893,0.425999999
Unicorn+N11,Unicorn,UNI,2017,-54.01305933,48.63196379,0.373650014
Unicorn+L14,Unicorn,UNI,2017,-54.01499009,48.63213986,0.425650001
Unicorn+N9,Unicorn,UNI,2017,-54.01192828,48.63226734,0.477649987
Unicorn+L12,Unicorn,UNI,2017,-54.01417662,48.63235269,0.429199994
Unicorn+N7,Unicorn,UNI,2017,-54.01103453,48.63246008,0.47665
Unicorn+L10,Unicorn,UNI,2017,-54.01327705,48.63264427,0.359649986
Unicorn+N5,Unicorn,UNI,2017,-54.01027526,48.63267429,0.361799985
Unicorn+L8,Unicorn,UNI,2017,-54.01213296,48.63293849,0.41080001
Unicorn+N3,Unicorn,UNI,2017,-54.00921194,48.63297958,0.416150004
Unicorn+I14,Unicorn,UNI,2017,-54.01545611,48.63321368,0.421400011
Unicorn+N1,Unicorn,UNI,2017,-54.0083801,48.63327288,0.401499987
Unicorn+H14,Unicorn,UNI,2017,-54.01617531,48.63344827,0.385450006
Unicorn+L6,Unicorn,UNI,2017,-54.01121078,48.63338242,0.364749998
Unicorn+I12,Unicorn,UNI,2017,-54.01460544,48.63359651,0.339549989
Unicorn+L4,Unicorn,UNI,2017,-54.01034624,48.63353992,0.431849986
Unicorn+G14,Unicorn,UNI,2017,-54.01633561,48.63372236,0.431450009
Unicorn+I10,Unicorn,UNI,2017,-54.01354213,48.63390183,0.321550012
Unicorn+L2,Unicorn,UNI,2017,-54.00944503,48.63385842,0.499650002
Unicorn+F13,Unicorn,UNI,2017,-54.01663145,48.63399996,0.376100004
Unicorn+I8,Unicorn,UNI,2017,-54.01252266,48.6341543,0.411049992
Unicorn+F11,Unicorn,UNI,2017,-54.01565931,48.63437066,0.464699984
Unicorn+K1,Unicorn,UNI,2017,-54.00937354,48.63437843,0.512650013
Unicorn+I6,Unicorn,UNI,2017,-54.0115558,48.63443512,0.466549993
Unicorn+C14,Unicorn,UNI,2017,-54.01726942,48.63469133,0.45844999
Unicorn+F9,Unicorn,UNI,2017,-54.01490722,48.63469306,0.479350001
Unicorn+I4,Unicorn,UNI,2017,-54.01061763,48.63468968,0.46509999
Unicorn+F7,Unicorn,UNI,2017,-54.0138024,48.63478137,0.43325001
Unicorn+J1,Unicorn,UNI,2017,-54.00944663,48.63474923,0.448599994
Unicorn+B14,Unicorn,UNI,2017,-54.01748765,48.63490393,0.45844999
Unicorn+C12,Unicorn,UNI,2017,-54.01637406,48.63491106,0.449799985
Unicorn+F5,Unicorn,UNI,2017,-54.01275156,48.63510501,0.442550004
Unicorn+I2,Unicorn,UNI,2017,-54.00986125,48.63508393,0.421499997
Unicorn+C10,Unicorn,UNI,2017,-54.01536442,48.63522679,0.483700007
Unicorn+A13,Unicorn,UNI,2017,-54.01733439,48.63543083,0.357300013
Unicorn+F3,Unicorn,UNI,2017,-54.01190827,48.63536204,0.388799995
Unicorn+C8,Unicorn,UNI,2017,-54.01441004,48.63552595,0.483399987
Unicorn+F1,Unicorn,UNI,2017,-54.01095918,48.63557134,0.450349987
Unicorn+A11,Unicorn,UNI,2017,-54.0163258,48.6357286,0.43384999
Unicorn+C6,Unicorn,UNI,2017,-54.01344688,48.6357439,0.503149986
Unicorn+C4,Unicorn,UNI,2017,-54.01252173,48.63600781,0.513249993
Unicorn+A9,Unicorn,UNI,2017,-54.01548971,48.63609382,0.469850004
Unicorn+E1,Unicorn,UNI,2017,-54.01056505,48.63603798,0.510399997
Unicorn+A7,Unicorn,UNI,2017,-54.01451033,48.63635634,0.440450013
Unicorn+C2,Unicorn,UNI,2017,-54.01167258,48.63636367,0.4912
Unicorn+D1,Unicorn,UNI,2017,-54.0109531,48.63636298,0.486499995
Unicorn+A5,Unicorn,UNI,2017,-54.0136253,48.63663031,0.499799997
Unicorn+A3,Unicorn,UNI,2017,-54.01271397,48.63711952,0.44264999
Unicorn+A1,Unicorn,UNI,2017,-54.0117925,48.63732054,0.420100003
