Date_Time,Year,Month,Day,MaxTemp,MinTemp,MeanTemp,HeatDegDays,CoolDegDays,TotalPrecip,SnowGround,Station,Site,GDD_Calc,GDD
2017-12-08,2017,12,8,2.7,-3.4,-0.4,18.4,0,0,0,TNNP,,0,4002.9
2017-12-09,2017,12,9,1.4,-2.7,-0.7,18.7,0,1.4,0,TNNP,,0,4002.9
2017-12-10,2017,12,10,12.4,-0.7,5.9,12.1,0,36.7,0,TNNP,,0.85,4003.75
2017-12-11,2017,12,11,2.9,-2.2,0.4,17.6,0,0.7,,TNNP,,0,4003.75
2017-12-12,2017,12,12,-1.5,-4.2,-2.9,20.9,0,2.7,0,TNNP,,0,4003.75
2017-12-13,2017,12,13,7.8,-1.9,3,15,0,7.9,2,TNNP,,0,4003.75
2017-12-14,2017,12,14,8.7,-0.4,4.2,13.8,0,17,0,TNNP,,0,4003.75
2017-12-15,2017,12,15,0.1,-4.9,-2.4,20.4,0,0.7,4,TNNP,,0,4003.75
2017-12-16,2017,12,16,-3.4,-6.7,-5.1,23.1,0,17.4,4,TNNP,,0,4003.75
2017-12-17,2017,12,17,-5.3,-8.2,-6.8,24.8,0,0,16,TNNP,,0,4003.75
2017-12-18,2017,12,18,-5.4,-12.4,-8.9,26.9,0,0.6,15,TNNP,,0,4003.75
2017-12-19,2017,12,19,-1.3,-10.7,-6,24,0,0.6,12,TNNP,,0,4003.75
2017-12-20,2017,12,20,2.8,-2,0.4,17.6,0,6.1,16,TNNP,,0,4003.75
2017-12-21,2017,12,21,-0.9,-3.9,-2.4,20.4,0,0,14,TNNP,,0,4003.75
2017-12-22,2017,12,22,-1.9,-7.2,-4.6,22.6,0,0.6,13,TNNP,,0,4003.75
2017-12-23,2017,12,23,-2.2,-7.8,-5,23,0,0,12,TNNP,,0,4003.75
2017-12-24,2017,12,24,6.4,-4.9,0.8,17.2,0,10.6,19,TNNP,,0,4003.75
2017-12-25,2017,12,25,3.6,-7,-1.7,19.7,0,11.2,14,TNNP,,0,4003.75
2017-12-26,2017,12,26,2.6,-7,-2.2,20.2,0,0,17,TNNP,,0,4003.75
2017-12-27,2017,12,27,-7,-9.9,-8.5,26.5,0,0.6,17,TNNP,,0,4003.75
2017-12-28,2017,12,28,-3.1,-9.9,-6.5,24.5,0,0.6,16,TNNP,,0,4003.75
2017-12-29,2017,12,29,-2.2,-6.9,-4.6,22.6,0,4.6,20,TNNP,,0,4003.75
2017-12-30,2017,12,30,-4.5,-10.6,-7.6,25.6,0,1.3,21,TNNP,,0,4003.75
2017-12-31,2017,12,31,-2.8,-11.3,-7.1,25.1,0,0.7,21,TNNP,,0,4003.75
