"","term","estimate","std.error","statistic","p.value"
"1","(Intercept)",51.5250000000001,0.389404227595022,132.317515703979,2.01809513596502e-120
"2","Year2017",0.464878048780487,0.260866099912565,1.78205619256891,0.0775766049340792
"3","SiteDP",0.710999999999933,0.399020594822271,1.78186291441077,0.077608320034691
"4","SiteTN",0.596666666666599,0.420604637651189,1.41859269550285,0.158923973344648
"5","SiteUNI",0.990121951219445,0.398788808224251,2.48282281448247,0.0145879036634706
"6","Year2017:SiteDP",-3.02944947735191,0.344901981497643,-8.78350847448704,2.85187227663767e-14
"7","Year2017:SiteTN",-0.929401858304296,0.369659577127888,-2.51421014308729,0.0134185064165259
