(Intercept),GDD,NDMI,GDD:NDMI,df,logLik,AICc,delta,weight
-2.109965181574839,0.003136175735876302,NA,NA,3,-129.0937303219031,264.4400922227536,0,0.655968091542175
-2.086824815371759,0.0031367720499897076,-0.05652170404123695,NA,4,-129.09210748101577,266.60974687692516,2.169654654171552,0.22169106635976
-4.059270215970424,0.006205655510764819,4.681833573367298,-0.00736660920053519,5,-128.577160828695,267.7994829477126,3.3593907249589847,0.122292630625421
1.071183478194952e-15,NA,NA,NA,2,-139.9723723997937,284.0697447995874,19.62965257683379,3.58391595359706e-05
-0.010014956262605661,NA,0.024045241167759232,NA,3,-139.97213658545868,286.19690474986476,21.75681252711115,1.23723131073995e-05
