(Intercept),EVI,GDD,NDMI,EVI:GDD,EVI:NDMI,GDD:NDMI,df,logLik,AICc,delta,weight
8.424726250193196,-27.14844603632065,0.0058489678168309415,-16.57810613362403,NA,64.60839508875333,-0.019141802370689506,7,-140.51870299673885,296.09400976706263,0,0.63877827808529
7.590594683397881,-24.56090067540578,0.007463184142009143,-17.911889119560833,-0.004682337380541034,66.37114409079977,-0.018287150666827175,8,-140.4386167296124,298.24866203065335,2.1546522635907195,0.217507053462954
11.580767832043865,-21.464573309719093,-0.0019485441301502421,-24.70859183424928,NA,51.483866565348684,NA,6,-143.83921431859477,300.4634753661615,4.3694655990988736,0.071867533498653
8.968304269956063,-15.211637288236876,0.0033092724996849274,-27.309602685304743,-0.012545522932362274,57.77691081361448,NA,7,-143.24798931211288,301.5525823978107,5.458572630748051,0.0416904087410305
-0.23869935311512452,NA,0.0025478697626218883,4.348843832110131,NA,NA,-0.011459611348627927,5,-146.8975998585601,304.35075527267577,8.25674550561314,0.0102901246009286
2.9941573370868757,NA,-0.0020857819895394956,-3.6963345445471236,NA,NA,NA,4,-148.08083970611804,304.5286518893003,8.434642122237676,0.0094143615743503
-0.23331637048891116,-0.027670406986107142,0.002553409629626807,4.359682621881345,NA,NA,-0.011466014559031427,6,-146.89743775865594,306.57992224628384,10.485912479221213,0.00337569480708513
2.971768684694874,0.08616914803375705,-0.002094971005824024,-3.7160888168938166,NA,NA,NA,5,-148.0792964282153,306.7141484119861,10.620138644923486,0.00315657660989712
11.58581909574434,-24.686123997205613,NA,-26.771967965460842,NA,56.10793609577563,NA,5,-148.87141950636473,308.298394568285,12.204384801222375,0.00142955757873437
1.076922358747565,-4.100917074409402,6.874858610005196e-4,5.293102444404144,0.005731729363789,NA,-0.012768566688362753,7,-146.78336672816607,308.62333722991707,12.52932746285444,0.00121518178159854
2.690852286291236,0.7673981066396884,-0.001693314439146499,-3.7187737784149055,-9.616546093244424e-4,NA,NA,6,-148.07572942411872,308.9365055772094,12.842495810146772,0.00103905277664146
1.7156203607500555,NA,NA,-4.244637352748949,NA,NA,NA,3,-153.84307135067127,313.9043245195244,17.81031475246175,8.66741178864195e-05
1.7381999763316536,NA,-0.0024167576995537195,NA,NA,NA,NA,3,-154.22400584359323,314.66619350536826,18.572183738305625,5.92177199950627e-05
2.1402569993198477,-1.3058124888933167,NA,-3.9086741387574,NA,NA,NA,4,-153.49727049451855,315.3615134661013,19.267503699038684,4.18277853910983e-05
2.2958336789578215,-1.6511827975558762,-0.0022067822465766654,NA,NA,NA,NA,4,-153.65129596493898,315.6695644069422,19.575554639879556,3.58568768153013e-05
2.3480444445847306,-1.7773425124932813,-0.0022812890802985483,NA,1.7842171656488886e-4,NA,NA,5,-153.65118451871814,317.8579245929918,21.76391482592919,1.20053847406922e-05
1.3805116750115543,-3.216629433693802,NA,NA,NA,NA,NA,3,-159.1160127889549,324.4502073960916,28.356197629028998,4.44508490034997e-07
-2.0796382651104705e-17,NA,NA,NA,NA,NA,NA,2,-161.25678689344986,326.62168189500784,30.52767212794521,1.50089518412459e-07
