(Intercept),EVI,GDD,NDMI,EVI:GDD,EVI:NDMI,GDD:NDMI,EVI:GDD:NDMI,df,logLik,AICc,delta,weight
-0.7620192627109132,NA,0.0026649867509481017,-2.48616763386827,NA,NA,NA,NA,4,-245.71790923025648,499.6508722239538,0,0.698983998319305
0.09779921604068563,NA,0.001344346175783623,-4.524881750399471,NA,NA,0.003164694328611363,NA,5,-245.54837969650828,501.4210837173409,1.7702114933870803,0.288450098744609
-2.1208119979893634,NA,0.0031006023362417628,NA,NA,NA,NA,NA,3,-251.74840694764086,509.625156141271,9.974283917317223,0.00477066587248335
-2.7681756114796956,1.5336883475506515,0.0031008556239930283,NA,NA,NA,NA,NA,4,-250.81310178292108,509.841257329283,10.190385105329199,0.00428206468820285
-6.091733737992779,9.40948040892038,0.007889179642305707,NA,-0.01134694298003276,NA,NA,NA,5,-250.02509627542625,510.3745168751768,10.723644651223026,0.00327987569598773
0.12275337695480049,4.2458437822263955,NA,-4.486656013372649,NA,NA,NA,NA,4,-254.08177339850988,516.3786005604607,16.727728336506857,0.000162962312180047
1.7354979245958144,0.34257494853009485,NA,-8.390915957314586,NA,9.3367939979631,NA,NA,5,-253.88781428116624,518.0999528866569,18.449080662703068,6.89128592720874e-05
1.4856632266986138,NA,NA,-3.481803867954552,NA,NA,NA,NA,3,-259.8670474568398,525.862437159669,26.21156493571516,1.42134081333834e-06
-1.0041614835371326e-15,NA,NA,NA,NA,NA,NA,NA,2,-270.51594635496576,545.0957224971655,45.44485027321173,9.46767587253988e-11
-0.6460122524684431,1.5308964998163146,NA,NA,NA,NA,NA,NA,3,-269.75098929621225,545.6303208384138,45.97944861446001,7.24697605827011e-11
