(Intercept),EVI,GDD,EVI:GDD,df,logLik,AICc,delta,weight
-10.098052954864537,20.05186679525861,0.012975079700950418,-0.025000964582014475,5,-154.4190294954243,319.3643747803223,0,0.778868941685546
-2.9106622663034663,2.7843353774399073,0.0024643581407738924,NA,4,-157.11651663234767,322.58085935165184,3.216484571329545,0.155960147033928
-2.0024589169703333,NA,0.002863203505934627,NA,3,-159.063402583271,324.3337017182661,4.969326937943833,0.0649215308918521
-1.9656593664566961,4.610260138754649,NA,NA,3,-164.64218762809875,335.49127180792163,16.12689702759934,0.000245218477415076
1.55064019584447e-15,NA,NA,NA,2,-169.77052900432975,343.6436221112236,24.279247330901285,4.16191125922194e-06
