"","PlotName","SiteName","SiteCode","POINT_X","POINT_Y","NDMI2016","NDMI2017","coords.x1","coords.x2","coords.x3","optional"
"178","Unicorn+I4","Unicorn","UNI",-54.0106176299,48.6346896833,0.483399987220764,0.465099990367889,720232.997863319,5391160.99831316,0,TRUE
"179","Unicorn+F7","Unicorn","UNI",-54.0138024036,48.6347813688,0.462033331394196,0.43325001001358,719997.997916974,5391161.99828791,0,TRUE
"180","Unicorn+J1","Unicorn","UNI",-54.0094466323,48.6347492348,0.489800006151199,0.448599994182587,720318.997911374,5391170.9982786,0,TRUE
"181","Unicorn+B14","Unicorn","UNI",-54.0174876532,48.6349039346,0.50626665353775,0.458449989557266,719725.997924489,5391164.99835915,0,TRUE
"182","Unicorn+C12","Unicorn","UNI",-54.0163740565,48.6349110576,0.511233329772949,0.449799984693527,719807.997880997,5391168.99827471,0,TRUE
"183","Unicorn+F5","Unicorn","UNI",-54.0127515572,48.6351050061,0.452833324670792,0.442550003528595,720073.997886451,5391200.99826575,0,TRUE
"184","Unicorn+I2","Unicorn","UNI",-54.0098612455,48.6350839278,0.463366657495499,0.421499997377396,720286.997905294,5391206.99833219,0,TRUE
"185","Unicorn+C10","Unicorn","UNI",-54.0153644168,48.6352267897,0.492500007152557,0.483700007200241,719880.997881112,5391206.99829533,0,TRUE
"186","Unicorn+A13","Unicorn","UNI",-54.0173343883,48.6354308278,0.452699989080429,0.357300013303757,719734.997934458,5391223.99834148,0,TRUE
"187","Unicorn+F3","Unicorn","UNI",-54.0119082658,48.6353620419,0.449600011110306,0.388799995183945,720134.997872517,5391231.99827428,0,TRUE
"188","Unicorn+C8","Unicorn","UNI",-54.014410044,48.6355259519,0.511900007724762,0.483399987220764,719949.997936965,5391242.99835506,0,TRUE
"189","Unicorn+F1","Unicorn","UNI",-54.0109591844,48.6355713351,0.463600009679794,0.450349986553192,720203.997852266,5391257.99827509,0,TRUE
"190","Unicorn+A11","Unicorn","UNI",-54.0163258041,48.6357286,0.510299980640411,0.433849990367889,719807.997940165,5391259.99833007,0,TRUE
"191","Unicorn+C6","Unicorn","UNI",-54.0134468837,48.6357438972,0.52863335609436,0.50314998626709,720019.997902343,5391269.99827482,0,TRUE
"192","Unicorn+C4","Unicorn","UNI",-54.012521725,48.6360078104,0.538966655731201,0.51324999332428,720086.997874675,5391301.99826145,0,TRUE
"193","Unicorn+A9","Unicorn","UNI",-54.0154897099,48.6360938213,0.503700017929077,0.46985000371933,719867.997864058,5391302.99832586,0,TRUE
"194","Unicorn+E1","Unicorn","UNI",-54.010565049,48.6360379767,0.522433340549469,0.510399997234344,720230.997936043,5391310.99827318,0,TRUE
"195","Unicorn+A7","Unicorn","UNI",-54.0145103342,48.6363563446,0.477266669273376,0.440450012683868,719938.997884791,5391334.99834579,0,TRUE
"196","Unicorn+C2","Unicorn","UNI",-54.0116725753,48.6363636675,0.522166669368744,0.491200000047684,720147.997852147,5391343.99827635,0,TRUE
"197","Unicorn+D1","Unicorn","UNI",-54.0109531022,48.6363629777,0.505699992179871,0.48649999499321,720200.997871287,5391345.99831322,0,TRUE
"198","Unicorn+A5","Unicorn","UNI",-54.0136253033,48.6366303053,0.516966640949249,0.499799996614456,720002.997881875,5391367.99832471,0,TRUE
"199","Unicorn+A3","Unicorn","UNI",-54.0127139661,48.6371195222,0.502133309841156,0.442649990320206,720067.997870962,5391424.998342,0,TRUE
"200","Unicorn+A1","Unicorn","UNI",-54.011792495,48.6373205412,0.496133327484131,0.420100003480911,720134.997907585,5391449.99832733,0,TRUE
