"","PlotName","SiteName","SiteCode","POINT_X","POINT_Y","NDMI2016","NDMI2017","coords.x1","coords.x2","coords.x3","optional"
"167","Unicorn+L4","Unicorn","UNI",-54.0103462422,48.6335399205,0.4594666659832,0.431849986314774,720257.997856895,5391033.99826773,0,TRUE
"168","Unicorn+G14","Unicorn","UNI",-54.0163356096,48.6337223609,0.499033331871033,0.431450009346008,719815.997909237,5391036.99829085,0,TRUE
"169","Unicorn+I10","Unicorn","UNI",-54.01354213,48.6339018349,0.365166664123535,0.321550011634827,720020.997895567,5391064.99830267,0,TRUE
"170","Unicorn+L2","Unicorn","UNI",-54.0094450284,48.633858418,0.504999995231628,0.499650001525879,720322.997881116,5391071.99833098,0,TRUE
"171","Unicorn+F13","Unicorn","UNI",-54.0166314525,48.633999963,0.457433342933655,0.37610000371933,719792.997948948,5391066.99829874,0,TRUE
"172","Unicorn+I8","Unicorn","UNI",-54.0125226559,48.6341543026,0.4442999958992,0.411049991846085,720094.997911938,5391095.99831064,0,TRUE
"173","Unicorn+F11","Unicorn","UNI",-54.0156593139,48.6343706559,0.498266667127609,0.464699983596802,719862.997949098,5391110.99828097,0,TRUE
"174","Unicorn+K1","Unicorn","UNI",-54.0093735411,48.6343784285,0.521600008010864,0.512650012969971,720325.997911185,5391129.99830367,0,TRUE
"175","Unicorn+I6","Unicorn","UNI",-54.0115557961,48.6344351212,0.478466659784317,0.46654999256134,720164.997937979,5391129.99834412,0,TRUE
"176","Unicorn+C14","Unicorn","UNI",-54.0172694166,48.6346913302,0.50626665353775,0.458449989557266,719742.997922294,5391141.99832389,0,TRUE
"177","Unicorn+F9","Unicorn","UNI",-54.0149072169,48.6346930629,0.495166659355164,0.479350000619888,719916.997932193,5391148.99832483,0,TRUE
